len,domainLen,underscore,at,dash,dot,slash,ampersand,question,equal,PhishingResult
57,17,1,0,0,4,5,0,0,0,0
40,17,0,0,0,3,1,0,1,1,1
27,14,0,0,0,2,2,0,0,0,1
51,18,0,0,0,3,3,0,0,0,1
23,23,0,0,0,3,0,0,0,0,0
43,14,0,0,0,1,4,0,0,0,1
925,13,2,0,0,12,11,6,2,9,1
33,13,0,0,0,2,3,0,0,0,1
92,13,0,0,0,7,8,1,2,1,1
30,15,0,0,0,2,2,0,0,0,0
47,20,0,0,1,4,3,0,0,0,0
32,15,0,0,0,1,3,0,0,0,1
87,9,0,0,1,5,8,1,2,2,1
44,12,0,0,0,2,5,0,0,0,1
61,17,0,0,0,3,4,0,0,0,1
136,47,0,0,1,7,3,3,1,4,0
41,23,0,0,1,2,1,0,1,1,1
63,26,0,0,0,3,4,0,0,0,0
35,22,0,0,1,3,3,0,0,0,0
26,14,0,0,0,2,2,0,0,0,1
145,28,2,0,0,9,1,2,1,3,0
89,15,0,0,0,6,5,1,1,2,0
28,18,0,0,0,3,1,0,0,0,1
26,18,0,0,0,3,1,0,0,0,0
148,23,1,0,0,1,6,0,0,0,1
59,10,0,0,1,3,5,1,1,2,1
42,20,0,0,0,4,4,0,0,0,0
34,15,0,0,0,4,3,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
20,19,0,0,0,2,1,0,0,0,1
91,13,1,0,1,2,2,0,1,2,0
127,21,8,0,0,2,4,2,1,3,1
13,6,0,0,0,1,1,0,0,0,0
24,13,0,0,0,2,2,0,0,0,1
27,11,0,0,1,1,3,0,0,0,0
84,39,2,0,1,7,5,1,1,2,0
59,22,1,0,1,3,7,0,0,0,1
34,13,0,0,0,3,2,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
30,17,0,0,0,3,1,0,0,0,0
50,24,0,0,1,3,2,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
48,14,0,0,0,1,2,0,0,0,0
35,17,0,0,3,2,2,0,0,0,1
177,19,1,0,2,3,5,1,1,2,1
42,14,0,0,1,3,3,0,0,0,1
21,20,0,0,1,2,1,0,0,0,0
28,20,0,0,1,2,2,0,0,0,1
38,15,0,0,0,3,2,0,0,0,0
29,15,0,0,0,3,2,0,0,0,1
85,18,0,0,1,4,7,0,0,0,0
36,21,0,0,1,2,2,0,0,0,1
55,25,0,0,2,4,4,0,0,0,1
228,29,1,0,2,4,5,1,1,2,1
66,32,0,0,0,2,4,0,0,0,1
76,27,0,0,1,1,3,0,0,1,0
45,18,0,0,0,3,2,0,0,0,1
54,14,0,0,0,4,3,0,1,2,0
29,12,0,0,0,2,3,0,0,0,1
244,16,1,0,0,2,5,1,1,2,0
50,12,0,0,0,3,5,0,0,0,1
107,11,9,0,0,2,4,0,0,0,1
35,13,0,0,2,3,1,0,0,0,1
31,14,0,0,0,3,3,0,0,0,0
41,16,0,0,1,3,1,0,1,1,1
73,15,0,0,0,3,2,0,0,0,1
41,20,0,0,0,2,4,0,0,0,1
26,18,0,0,0,1,2,0,0,0,0
29,28,0,0,1,1,1,0,0,0,1
34,19,0,0,0,2,2,0,0,0,1
118,91,0,0,0,11,3,0,0,0,0
62,15,3,0,0,3,3,0,0,0,1
91,15,0,0,1,7,8,1,2,2,1
46,13,0,0,0,2,6,0,0,0,1
100,12,1,0,1,3,2,1,1,3,0
44,29,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
36,28,0,0,0,2,2,0,0,0,1
71,18,0,0,1,4,5,0,0,0,0
369,44,3,0,6,3,3,2,1,3,1
36,26,0,0,1,3,2,0,0,0,1
59,17,0,0,2,1,5,0,0,0,0
41,17,0,0,0,3,3,0,0,0,1
74,11,1,0,0,2,2,0,1,1,0
30,29,0,0,2,3,1,0,0,0,0
44,22,0,0,0,3,2,0,0,0,1
27,14,0,0,1,2,2,0,0,0,0
33,21,0,0,0,3,1,0,0,0,1
33,18,0,0,0,2,3,0,0,0,1
31,13,0,0,0,3,2,0,0,0,0
93,13,0,0,1,6,8,1,2,2,1
60,41,0,0,0,7,2,0,0,0,0
43,24,0,0,2,2,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
41,23,0,0,0,3,3,0,0,0,0
25,16,0,0,0,2,2,0,0,0,1
27,10,0,0,0,2,2,0,0,0,0
23,15,0,0,0,2,1,0,0,0,1
70,21,2,0,1,2,6,0,0,0,1
212,17,1,0,1,3,6,1,1,2,0
41,17,0,0,0,3,5,0,0,0,0
67,20,0,0,0,1,2,0,0,0,1
42,12,0,0,0,3,5,0,0,0,0
26,16,0,0,0,2,2,0,0,0,0
87,19,1,0,2,6,3,0,1,1,0
104,14,0,0,0,5,4,2,2,3,1
39,11,0,0,0,3,3,0,0,0,0
72,45,0,0,0,6,3,1,1,2,0
131,22,0,0,1,6,5,1,2,2,1
52,12,2,0,0,3,3,0,0,0,0
24,14,0,0,0,2,1,0,0,0,1
74,20,1,0,4,2,2,0,0,0,1
111,9,0,0,1,5,5,1,2,2,1
61,20,0,0,2,3,4,0,0,0,0
32,14,0,0,0,2,2,0,0,0,0
20,12,0,0,0,2,2,0,0,0,1
31,14,0,0,0,2,2,0,0,0,1
101,18,0,0,0,5,4,2,2,3,1
19,11,0,0,0,1,1,0,0,0,1
36,15,2,0,0,1,2,0,0,0,1
48,28,0,0,0,3,2,0,0,0,1
47,12,1,0,0,2,5,0,0,0,1
197,186,0,0,1,14,1,0,0,0,0
66,14,0,0,2,3,7,0,0,0,1
94,9,1,0,0,3,2,3,1,4,1
118,13,0,0,1,5,5,1,2,2,1
28,12,0,0,1,2,2,0,0,0,0
153,12,1,0,0,3,7,0,0,0,0
99,19,0,0,1,6,8,1,2,2,1
39,19,0,0,1,3,1,0,0,0,1
80,27,0,0,0,7,3,0,0,0,0
57,17,0,0,1,3,5,0,0,0,1
37,23,0,0,0,4,2,0,0,0,0
38,20,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
40,14,1,0,0,2,3,0,0,0,0
66,18,0,0,0,2,4,0,0,0,1
184,14,1,0,3,3,3,6,1,3,0
95,18,1,0,1,1,3,1,1,2,0
52,33,0,0,0,4,2,0,0,0,1
44,11,0,0,0,3,3,0,0,0,1
52,13,0,0,0,2,6,0,0,0,1
19,14,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
45,34,0,0,0,3,1,0,0,0,1
343,44,7,0,7,3,3,1,1,2,1
218,9,1,0,1,7,4,1,1,2,1
28,14,0,0,0,2,1,0,0,0,1
17,13,0,0,0,2,2,0,0,0,1
27,15,0,0,0,2,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
136,126,0,0,3,11,1,0,0,0,0
29,17,0,0,0,2,1,0,0,0,0
116,83,0,0,0,10,1,0,0,0,0
79,36,2,0,1,6,5,1,1,2,0
40,20,0,0,1,3,2,0,0,0,1
33,17,0,0,0,2,3,0,0,0,0
84,9,0,0,1,2,6,0,0,0,0
98,18,0,0,1,6,8,1,2,2,1
33,13,0,0,0,2,2,0,0,0,1
78,14,0,0,1,5,7,0,2,1,1
59,11,1,0,1,1,6,0,0,0,0
51,16,0,0,4,2,3,0,0,0,0
22,16,0,0,0,2,2,0,0,0,1
36,17,0,0,1,4,3,0,0,0,0
28,14,0,0,0,3,2,0,0,0,1
614,44,8,0,13,3,3,3,1,4,1
273,66,1,0,1,9,3,1,1,2,0
49,21,0,0,1,3,3,0,0,0,1
24,16,0,0,0,2,2,0,0,0,1
28,20,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
47,12,0,0,0,3,6,0,0,0,0
38,20,0,0,2,1,2,0,0,0,0
34,19,0,0,1,2,2,0,0,0,1
72,14,0,0,0,2,6,0,0,0,1
44,12,0,0,0,3,3,0,0,0,1
50,18,0,0,0,4,5,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
97,16,0,0,2,6,8,1,2,2,1
40,14,0,0,0,4,4,0,0,0,0
74,16,0,0,0,7,8,0,2,1,0
106,23,1,0,2,2,8,0,0,0,0
48,24,0,0,0,4,2,0,1,1,0
33,17,0,0,0,2,2,0,0,0,0
61,16,0,0,1,4,2,0,1,1,0
45,44,0,0,0,3,1,0,0,0,0
34,22,0,0,0,3,2,0,0,0,0
87,23,1,0,1,3,4,0,0,0,1
35,15,0,0,0,3,3,0,0,0,0
33,16,0,0,1,3,1,0,0,0,1
141,107,0,0,3,16,4,0,0,0,1
41,14,0,0,1,2,2,0,0,0,1
93,17,0,0,1,7,8,1,2,2,1
48,23,0,0,0,6,2,0,0,0,0
57,23,1,0,0,7,4,0,0,0,0
85,12,0,0,1,1,6,0,0,2,0
42,15,0,0,0,4,3,0,0,0,0
55,25,0,0,0,2,6,0,0,0,1
34,16,0,0,2,3,1,0,0,0,1
20,13,0,0,0,2,2,0,0,0,1
71,23,0,0,0,2,4,0,0,0,0
34,20,0,0,1,3,2,0,0,0,1
33,13,0,0,0,2,4,0,0,0,1
13,6,0,0,0,1,1,0,0,0,0
42,16,1,0,0,2,2,0,0,0,1
31,16,0,0,0,2,2,0,0,0,0
61,23,0,0,1,2,4,0,0,1,0
62,11,0,0,0,3,5,0,0,0,0
32,14,0,0,0,1,4,0,0,0,1
39,16,0,0,4,2,3,0,0,0,1
35,14,0,0,0,3,3,0,0,0,1
39,17,0,0,0,3,2,0,0,0,1
39,14,0,0,0,3,2,0,0,0,1
51,9,0,0,3,1,4,0,0,0,1
30,13,0,0,0,2,1,0,0,0,0
28,15,0,0,0,3,2,0,0,0,1
30,18,0,0,0,3,1,0,0,0,1
72,10,0,0,0,5,8,0,2,1,1
74,14,3,0,0,1,5,0,0,0,1
39,15,0,0,1,2,1,0,0,0,1
45,13,0,0,0,2,6,0,0,0,1
23,15,0,0,0,3,2,0,0,0,1
319,218,0,0,1,12,4,0,0,1,1
33,13,0,0,0,2,2,0,0,0,1
31,15,0,0,0,2,1,0,0,0,0
27,22,0,0,0,2,2,0,0,0,0
30,18,0,0,0,2,2,0,0,0,1
25,15,0,0,0,3,1,0,0,0,1
36,18,0,0,1,4,2,0,0,0,0
44,19,1,0,0,2,4,0,0,0,1
139,120,0,0,1,11,1,0,0,0,0
73,26,0,0,1,3,4,0,0,0,1
103,14,0,0,1,7,8,1,2,2,1
98,9,1,0,2,2,3,1,1,2,1
51,17,0,0,0,1,2,0,0,0,0
23,22,0,0,0,4,1,0,0,0,0
27,20,0,0,0,2,2,0,0,0,1
68,18,0,0,0,3,6,0,0,0,1
59,25,0,0,0,3,4,0,0,0,1
29,17,0,0,0,3,1,0,0,0,1
27,13,0,0,0,2,2,0,0,0,1
84,20,0,0,0,1,4,0,0,0,1
60,17,1,0,0,3,4,0,0,0,1
65,13,6,0,0,3,3,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
53,19,0,0,0,4,4,0,0,0,1
26,16,0,0,0,3,1,0,0,0,1
343,44,4,0,6,3,3,1,1,2,1
28,12,0,0,0,1,3,0,0,0,1
44,10,0,0,2,2,4,0,0,0,1
22,17,0,0,0,3,1,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
26,25,0,0,2,2,1,0,0,0,0
25,15,0,0,0,2,2,0,0,0,1
45,11,0,0,0,3,4,0,0,0,1
39,15,0,0,0,3,2,0,0,0,0
18,13,0,0,0,2,2,0,0,0,1
35,13,0,0,2,3,1,0,0,0,1
13,6,0,0,0,1,1,0,0,0,0
62,18,0,0,0,2,2,0,0,0,1
23,11,0,0,0,2,1,0,0,0,1
31,18,0,0,0,2,2,0,0,0,1
77,36,2,0,1,6,5,1,1,2,0
369,44,5,0,8,3,3,2,1,3,1
57,15,0,0,2,2,4,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
205,34,4,0,2,4,3,2,1,3,1
58,20,0,0,1,3,4,0,0,0,0
61,13,0,0,2,3,5,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
33,18,0,0,0,3,2,0,0,0,1
310,209,0,0,1,12,4,0,0,1,1
63,33,0,0,6,2,2,0,0,0,0
66,25,0,0,0,4,3,0,0,0,0
41,12,0,0,2,3,4,0,0,0,0
56,22,0,0,0,5,3,0,0,0,0
19,18,0,0,0,2,1,0,0,0,1
41,33,0,0,1,2,2,0,0,0,1
107,16,0,0,0,3,3,0,1,1,1
258,83,1,0,2,10,4,1,1,2,0
56,22,0,0,3,3,1,0,0,0,1
38,22,0,0,1,1,3,0,0,0,0
82,12,0,0,1,6,8,1,2,2,1
41,22,0,0,1,3,1,0,0,0,0
30,15,0,0,0,1,3,0,0,0,1
200,13,0,0,0,2,5,0,1,0,0
34,14,0,0,0,4,2,0,0,0,0
31,12,0,0,0,3,2,0,0,0,1
124,14,0,0,0,5,4,3,1,4,0
37,23,0,0,1,3,1,0,0,0,1
99,19,0,0,0,3,3,0,0,0,0
37,16,0,0,1,3,3,0,0,0,0
28,17,0,0,0,2,2,0,0,0,1
45,18,1,0,1,3,2,0,0,0,1
129,47,4,0,4,7,2,2,0,3,0
35,21,0,0,0,3,3,0,0,0,1
21,14,0,0,0,3,2,0,0,0,0
37,19,0,0,0,3,2,0,0,0,1
42,17,0,0,0,3,4,0,0,0,0
59,22,1,0,1,3,7,0,0,0,1
37,15,0,0,0,3,3,0,0,0,1
43,11,3,0,0,3,2,0,0,0,1
69,37,0,0,1,4,4,0,0,0,1
132,14,0,0,1,7,5,1,2,2,1
40,23,0,0,0,2,2,0,0,0,1
51,15,1,0,0,3,3,0,0,0,0
32,15,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
90,36,2,0,1,6,5,1,1,2,0
30,19,0,0,0,2,2,0,0,0,1
41,25,0,0,0,2,2,0,0,0,0
347,44,3,0,8,3,3,1,1,2,1
51,20,1,0,1,4,2,0,1,1,0
27,10,0,0,0,1,3,0,0,0,0
40,15,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
53,22,2,0,0,3,1,0,0,0,1
21,15,0,0,0,2,2,0,0,0,1
56,20,0,0,0,2,1,0,1,1,1
44,25,0,0,0,2,3,0,0,0,0
109,22,1,0,0,4,9,0,0,0,0
19,19,0,0,0,2,0,0,0,0,0
42,16,0,0,0,1,5,0,0,0,0
54,13,1,0,0,2,2,0,1,1,0
76,27,0,0,1,1,3,0,0,1,0
41,12,0,0,1,2,4,0,0,0,1
98,16,0,0,1,7,8,1,2,2,1
77,16,1,0,1,3,2,3,1,4,0
39,24,0,0,0,1,3,0,0,0,0
177,20,5,0,0,6,8,0,0,0,0
25,11,0,0,0,2,2,0,0,0,1
148,17,0,0,0,2,22,0,0,0,1
69,9,1,0,0,2,4,0,0,0,1
22,21,0,0,1,2,1,0,0,0,0
59,15,0,0,0,3,6,0,0,0,1
174,12,0,0,0,3,6,0,1,0,0
31,16,0,0,0,4,1,0,0,0,0
38,11,0,0,1,3,4,0,0,0,1
37,24,0,0,0,3,1,0,0,0,1
33,17,0,0,0,2,3,0,0,0,1
79,15,0,0,0,2,2,0,1,1,1
59,24,0,1,1,3,3,0,0,0,0
35,13,0,0,2,3,1,0,0,0,1
44,10,0,0,0,2,3,0,0,0,0
34,15,0,0,0,1,3,0,0,0,1
26,14,0,0,0,3,1,0,0,0,1
15,14,0,0,0,2,1,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
85,17,1,0,1,6,3,0,1,1,0
94,39,0,0,4,6,5,0,0,0,0
57,18,0,0,3,3,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
49,16,0,0,0,4,5,0,0,0,0
22,13,0,0,0,2,1,0,0,0,1
107,8,0,0,1,5,5,1,2,2,1
37,21,0,0,0,3,3,0,0,0,1
40,10,0,0,1,1,4,0,0,0,0
50,13,0,0,0,2,5,0,0,0,1
89,15,0,0,2,3,7,0,0,0,0
31,13,0,0,0,3,2,0,0,0,1
44,15,0,0,0,1,6,0,0,0,1
37,14,0,0,0,3,4,0,0,0,0
110,27,1,0,0,4,2,0,0,1,0
46,15,1,0,0,3,3,0,0,0,1
41,21,0,0,1,3,3,0,0,0,1
56,30,0,0,0,5,2,0,0,1,0
76,27,0,0,1,1,3,0,0,1,0
29,16,0,0,0,2,2,0,0,0,1
84,13,1,0,1,2,1,1,1,3,0
36,14,0,0,1,1,3,0,0,0,0
22,16,0,0,0,2,1,0,0,0,1
36,14,1,0,1,2,2,0,0,0,1
54,16,0,0,0,3,5,0,0,0,1
12,6,0,0,0,1,1,0,0,0,0
35,22,0,0,0,3,1,0,0,0,1
46,14,0,0,0,3,4,0,0,0,1
98,14,0,0,1,6,8,1,2,2,1
50,13,0,0,1,2,4,0,0,0,1
74,22,0,0,0,6,3,0,0,0,1
84,19,0,0,1,5,4,1,1,2,0
50,15,0,0,0,4,3,0,0,0,0
31,10,0,0,0,2,3,0,0,0,0
45,16,3,0,0,2,2,0,0,0,1
13,9,0,0,0,1,2,0,0,0,1
30,18,0,0,0,2,2,0,0,0,1
12,6,0,0,0,1,1,0,0,0,0
84,23,1,0,1,3,4,0,0,0,1
83,21,1,0,2,1,3,0,0,0,1
93,80,0,0,6,4,1,0,0,0,0
26,14,0,0,0,2,2,0,0,0,1
38,14,0,0,1,3,1,0,0,0,1
28,15,0,0,0,2,3,0,0,0,0
36,18,0,0,0,2,2,0,0,0,1
52,19,1,0,0,3,4,0,0,0,0
343,44,4,0,11,3,3,1,1,2,1
44,12,0,0,0,2,5,0,0,0,1
33,14,0,0,0,3,3,0,0,0,1
33,18,0,0,0,2,3,0,0,0,1
41,13,0,0,1,2,2,0,1,1,1
95,13,0,0,1,7,8,1,2,2,1
203,21,1,0,1,4,3,1,1,2,0
48,26,0,0,2,3,1,0,0,0,1
18,13,0,0,0,2,2,0,0,0,1
107,34,0,0,0,9,4,1,1,2,0
26,13,0,0,0,2,2,0,0,0,0
43,28,0,0,0,2,2,0,0,0,1
35,17,0,0,1,1,3,0,0,0,1
15,14,0,0,0,2,1,0,0,0,1
35,18,1,0,0,3,1,0,0,0,1
20,14,0,0,1,2,2,0,0,0,0
36,19,0,0,0,3,2,0,0,0,0
28,6,0,0,0,1,2,0,1,0,1
263,162,0,0,0,20,3,0,0,0,1
62,30,0,0,1,3,4,0,0,0,1
87,19,1,0,1,7,3,0,1,1,1
46,19,0,0,0,4,3,0,0,0,0
35,23,0,0,0,2,2,0,0,0,1
57,17,0,0,0,3,4,0,0,0,1
49,19,0,0,0,3,3,0,0,0,0
58,28,0,0,0,2,1,0,0,0,0
119,20,0,0,1,6,1,1,1,2,0
90,36,2,0,1,6,5,1,1,2,0
103,30,1,0,0,7,5,1,1,2,0
177,16,0,0,1,7,11,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
34,20,0,0,1,3,1,0,1,1,1
164,17,1,0,1,2,3,1,1,2,1
22,12,0,0,0,1,2,0,0,0,1
33,12,0,0,0,3,2,0,0,1,0
50,12,0,0,1,1,3,0,0,0,0
20,12,0,0,0,3,1,0,0,0,0
160,19,4,0,9,3,3,1,1,2,0
207,36,4,0,3,3,3,2,1,3,0
46,13,0,0,0,2,6,0,0,0,1
38,21,0,0,0,2,3,0,0,0,1
61,15,0,0,1,4,6,0,0,0,1
133,118,0,0,0,12,1,0,1,0,0
33,18,0,0,0,2,2,0,0,0,1
14,13,0,0,0,1,1,0,0,0,0
117,15,3,0,1,6,4,2,2,5,0
31,30,0,0,0,5,1,0,0,0,1
130,15,2,0,0,3,4,3,1,4,1
29,13,0,0,0,2,4,0,0,0,1
26,17,1,0,0,1,2,0,0,0,0
26,14,0,0,0,2,2,0,0,0,1
145,108,0,0,3,4,2,0,0,0,1
35,20,0,0,0,3,2,0,0,0,1
26,14,0,0,0,2,2,0,0,0,1
33,14,0,0,0,2,3,0,1,1,1
35,19,0,0,0,2,3,0,0,0,1
26,15,0,0,0,3,1,0,0,0,0
92,36,3,0,1,6,5,1,1,2,0
69,20,2,0,0,1,5,0,0,0,1
26,10,0,0,1,2,1,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
44,18,0,0,0,3,2,0,0,0,1
36,15,1,0,0,3,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
37,17,0,0,0,2,3,0,0,0,1
37,11,0,0,0,3,6,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
36,11,0,0,2,3,2,0,0,0,1
27,18,0,0,0,2,2,0,0,0,1
28,23,0,0,0,2,2,0,0,0,1
25,12,0,0,0,2,1,0,0,0,0
248,108,1,0,4,9,3,1,0,2,0
118,15,0,0,0,2,4,3,1,4,1
27,14,0,0,0,2,2,0,0,0,1
369,44,3,0,9,3,3,2,1,3,1
34,16,0,0,0,2,2,0,0,0,1
45,14,0,0,0,2,3,0,1,1,0
45,11,0,0,0,3,7,0,0,0,1
26,13,0,0,0,3,1,0,0,0,1
49,16,1,0,0,4,4,0,0,0,1
52,22,0,0,0,2,2,0,1,1,1
34,19,0,0,1,2,3,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
75,30,0,0,0,5,2,2,1,3,0
29,16,0,0,0,2,2,0,0,0,1
128,23,0,0,1,6,5,1,2,2,1
35,18,0,0,0,2,3,0,0,0,1
123,15,0,0,1,7,5,1,1,2,1
87,22,0,0,2,3,8,0,0,0,0
21,13,0,0,0,1,2,0,0,0,0
43,16,0,0,0,3,3,0,0,0,0
41,14,0,0,0,3,1,0,1,1,1
28,18,0,0,0,2,2,0,0,0,1
44,24,0,0,0,5,2,0,0,0,0
118,16,0,0,1,6,5,1,2,2,1
33,16,1,0,0,2,2,0,0,0,1
32,17,0,0,0,3,1,0,0,0,1
37,18,0,0,0,4,3,0,0,0,0
177,167,0,0,6,9,3,0,0,0,0
76,45,0,0,0,6,3,1,1,2,0
43,16,0,0,0,3,5,0,0,0,1
57,16,0,0,0,2,3,0,0,0,0
27,14,0,0,0,2,2,0,0,0,1
224,9,4,0,4,6,10,3,1,4,1
83,14,0,0,1,6,8,1,2,2,1
26,21,0,0,0,2,1,0,0,0,1
58,21,0,0,0,3,4,0,0,0,1
39,15,0,0,2,3,2,0,0,0,0
52,14,0,0,0,4,5,0,1,1,0
29,15,1,0,0,3,1,0,0,0,1
44,12,0,0,0,2,3,0,0,0,1
25,16,0,0,0,2,2,0,0,0,0
122,32,0,0,1,8,5,3,1,4,0
95,16,0,0,0,3,2,1,0,0,1
59,15,0,0,0,4,6,0,0,0,1
61,11,0,0,0,4,5,0,1,1,1
27,14,0,0,0,2,2,0,0,0,1
134,125,0,0,0,11,2,0,0,0,1
217,20,2,0,1,4,5,1,1,2,0
47,19,0,0,1,1,3,0,0,0,0
77,10,1,0,0,2,7,0,0,0,1
24,17,0,0,0,2,2,0,0,0,0
26,14,0,0,0,4,1,0,0,0,0
37,28,0,0,0,3,2,0,0,0,1
38,11,0,0,1,2,3,0,0,0,0
41,17,0,0,0,3,3,0,0,0,1
36,14,0,0,0,2,3,0,0,0,0
110,17,0,0,2,7,8,1,2,2,1
97,49,0,0,0,7,4,0,0,0,0
34,16,0,0,0,3,2,0,0,0,0
24,15,0,0,0,2,3,0,0,0,1
59,24,0,0,3,2,2,0,0,0,1
42,13,0,0,0,3,3,0,0,0,1
47,16,0,0,0,5,3,0,0,0,1
19,13,0,0,0,2,2,0,0,0,1
44,17,0,0,0,6,2,0,0,0,0
88,25,0,0,0,3,5,0,0,0,1
106,18,0,0,1,5,1,1,1,1,0
17,16,0,0,0,2,1,0,0,0,0
35,15,0,0,0,1,3,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
35,20,0,0,0,2,3,0,0,0,1
105,29,2,0,2,6,1,1,1,2,0
29,14,0,0,0,2,3,0,0,0,0
128,16,0,0,4,6,8,0,0,0,0
29,16,0,0,0,1,3,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
55,10,0,0,0,3,5,0,1,1,1
26,15,0,0,0,2,2,0,0,0,1
26,21,0,0,0,3,1,0,0,0,0
72,18,0,0,2,1,6,0,0,0,1
36,17,0,0,0,3,3,0,0,0,1
39,17,0,0,0,2,4,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
97,39,3,0,1,7,5,1,1,2,0
33,13,0,0,0,2,2,0,0,0,1
32,15,0,0,0,1,3,0,0,0,1
42,20,0,0,0,4,2,0,0,0,0
236,15,1,0,2,7,4,1,1,2,0
31,17,0,0,0,3,2,0,0,0,1
49,15,0,0,0,4,5,0,1,1,1
369,44,4,0,9,3,3,2,1,3,1
31,19,0,0,0,4,2,0,0,0,0
27,10,0,0,0,2,3,0,0,0,0
92,31,0,0,1,4,7,0,0,0,0
36,20,0,0,1,2,3,0,0,0,1
34,20,0,0,1,2,2,0,0,0,1
111,14,0,0,3,6,1,0,0,0,1
55,15,1,0,1,1,5,0,0,0,1
34,14,0,0,0,3,3,0,0,0,0
33,13,0,0,0,2,2,0,0,0,1
108,35,1,0,1,8,5,1,1,2,0
48,16,0,0,2,3,3,0,0,0,1
82,11,0,0,8,1,2,0,0,0,1
53,16,1,0,0,2,3,0,0,0,0
28,19,0,0,0,2,2,0,0,0,1
38,15,0,0,0,3,2,0,0,0,1
123,107,0,0,0,10,1,0,1,1,1
103,30,1,0,0,7,5,1,1,2,0
89,14,0,0,0,3,1,4,1,5,0
42,14,0,0,0,2,4,0,0,0,1
369,44,4,0,5,3,3,2,1,3,1
16,15,0,0,0,2,1,0,0,0,0
208,12,1,0,1,3,5,1,1,2,0
47,18,0,0,0,4,4,0,0,0,0
105,14,0,0,0,5,4,2,2,3,1
27,17,0,0,0,3,1,0,0,0,1
16,15,0,0,0,2,1,0,0,0,0
127,13,1,0,0,2,2,0,1,1,0
30,13,0,0,1,2,3,0,0,0,1
124,43,2,0,4,8,5,1,1,1,0
25,16,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
55,15,0,0,0,2,1,2,1,2,1
36,11,0,0,0,3,2,0,0,0,1
77,18,0,0,1,1,3,1,0,1,0
157,16,2,0,0,3,8,0,0,0,0
25,11,0,0,0,2,2,0,0,0,1
19,13,0,0,1,2,2,0,0,0,1
135,22,3,0,3,6,4,2,2,2,0
94,29,2,0,2,2,1,0,1,0,0
33,16,0,0,0,2,2,0,0,0,1
67,24,0,0,0,4,2,0,1,1,0
33,13,0,0,0,2,2,0,0,0,1
45,26,0,0,0,4,1,0,1,0,0
57,20,0,0,0,6,3,0,0,0,0
33,12,0,0,0,2,3,0,0,0,0
29,18,0,0,0,2,2,0,0,0,1
27,14,0,0,0,2,2,0,0,0,1
46,19,0,0,1,3,4,0,0,0,0
56,28,1,0,0,2,4,0,0,0,0
33,16,0,0,0,1,3,0,0,0,0
23,14,0,0,0,2,2,0,0,0,1
85,15,0,0,0,6,5,1,1,2,0
237,30,1,0,1,6,3,1,1,2,1
79,24,0,0,1,6,6,1,1,2,0
42,13,0,0,1,3,2,0,1,1,1
27,14,0,0,0,2,2,0,0,0,1
50,16,0,0,1,1,4,0,0,0,1
75,13,0,0,1,1,5,0,0,0,1
60,16,0,0,0,3,2,0,0,0,1
42,21,0,0,0,3,3,0,0,0,1
96,17,0,0,1,7,8,1,2,1,1
29,13,0,0,0,1,3,0,0,0,1
177,124,0,0,1,15,11,0,0,1,0
109,11,0,0,1,1,4,0,0,1,1
63,13,0,1,0,4,3,0,1,1,0
48,17,0,0,0,3,2,0,0,0,1
26,25,0,0,0,2,1,0,0,0,1
28,16,0,0,0,2,2,0,0,0,1
30,19,0,0,0,2,2,0,0,0,0
43,6,0,1,0,3,1,0,2,0,1
46,24,0,0,0,3,3,0,0,0,0
41,21,0,0,0,3,1,0,1,1,0
27,16,0,0,0,1,3,0,0,0,0
20,16,0,0,0,2,2,0,0,0,1
76,27,0,0,1,1,3,0,0,1,0
216,139,1,0,5,12,4,0,0,1,0
